1006253,398561,818806,698283,38293,10030,89802,980974,342389,586618,722828,782542,670366,693159,152784,768870,557794,805241,537201,62756,0.29155335,372.54044,442.29794
7675,1043751,734492,193093,199701,992321,793390,509374,668671,436714,205353,32045,287745,276223,698002,1000752,239366,503906,636116,18822,0.29223466,372.84985,452.61221
327343,562695,556712,662080,515473,792149,1022727,814810,496569,627613,314737,426588,557730,511696,125402,640870,849123,470734,672804,512893,0.29244569,370.8873,445.03452
469726,554805,411765,515401,893289,51417,554322,762098,981821,782506,363970,67393,763267,288335,276284,997050,884248,412032,366376,408486,0.29120512,372.86664,455.90317
898754,390702,684794,245485,214012,466354,528419,61977,527946,156424,673526,402762,157550,431509,318476,126312,923647,881118,1032243,494909,0.29282099,370.98716,443.66077
54360,55167,338526,81271,788883,497476,735994,817337,230364,814302,166467,987996,224975,128203,760319,125893,244308,897733,347359,582640,0.29306107,370.13741,430.93311
341481,992592,221670,940173,194921,352730,903516,441245,221755,907080,166596,923683,13947,350582,1048570,265557,415270,235820,874502,1030780,0.2923976,375.00291,479.10147
314556,833076,245824,20449,130043,70151,777646,639648,98050,86003,419217,316497,933334,305042,68394,37061,194510,833152,556863,212080,0.29242518,376.00937,461.03543
772179,540656,744956,745985,11214,25001,330654,362042,390560,622238,134402,122500,28603,867227,774165,383637,764759,457192,274667,248492,0.29343715,375.16427,450.87469
676608,242844,517124,388075,30052,605454,916501,503392,836447,147498,1022663,707624,406077,863933,19829,417878,789845,18359,443495,608484,0.29268811,370.15698,446.65646
673256,842409,928964,458392,887007,785614,907441,90244,903498,632407,356789,579347,419632,20346,477780,659009,625909,11214,603458,858064,0.29247566,371.98963,449.42502
527602,52014,527871,427400,504558,528020,893083,723230,499942,206213,156828,640593,253544,381139,997962,194355,821492,74470,702894,446405,0.29293018,376.74518,461.1947
346880,332436,43019,326848,870791,904819,753165,978608,1009754,738379,18458,289195,642264,981893,985379,639736,329523,627746,278663,288734,0.292916,367.46377,432.82852
270717,575683,537815,175349,599070,30073,672610,253373,186751,622989,467383,240062,437215,13829,660791,763166,477891,930943,931297,416652,0.29231624,378.3715,453.05753
308049,606714,560622,676989,785751,109730,292987,368659,698096,609829,943166,900271,5963,422269,432846,415091,437464,194845,944491,321776,0.29318534,375.303,468.12234
753966,476415,676413,476673,263057,334214,314457,968250,53840,251120,1016183,627973,795873,356385,266375,982390,175935,304073,110353,808068,0.29310442,379.18086,465.41895
970793,584063,395008,317108,185597,562066,617496,358021,942931,891266,801633,211886,433957,380864,187071,220544,75866,509317,909056,245708,0.29236527,378.15439,465.49933
462217,399367,760832,683247,415881,883347,89608,730934,290948,988255,317982,490796,253873,995916,802317,841032,546741,799283,511823,240894,0.29330288,372.55266,471.19849
783231,455473,868449,628542,573485,42021,348189,148659,902909,432338,1016808,469023,390750,160542,135852,161051,851344,798798,95470,788511,0.29364346,374.45608,445.86636
759735,826749,736742,363722,721521,828588,255415,485138,538910,918514,353626,589878,825429,879817,234648,340431,192655,38701,511008,71675,0.29233123,370.03365,457.77808
1018806,56893,357665,809272,224429,563417,706704,404320,982905,927397,104481,1029652,307877,150106,632879,618587,521984,473464,705174,282874,0.29157718,378.24081,488.0939
141412,192178,1008188,271317,770022,911746,24887,254580,212673,182665,120400,5590,1001785,391765,344116,404860,522740,636851,567401,42298,0.29216714,376.69053,466.36429
1014841,459742,56578,124319,229641,491531,212982,944172,580223,992655,757953,883402,921881,235993,863070,32234,716574,962954,964235,904399,0.29163901,374.89311,447.05893
302265,506527,869507,750798,1043783,249763,955362,870375,614366,657602,710591,232262,277683,115516,777751,391386,169841,776617,171880,295097,0.29265172,367.67061,437.31506
296715,1016803,903663,96150,752322,422126,985226,480874,458097,795655,60500,313566,212787,708798,896339,149539,476264,896721,655002,850418,0.29325167,372.78562,448.10193
615465,1040441,945319,276216,127937,1044959,472671,466216,44971,766382,753669,577830,426693,615800,250843,419354,734780,428056,675672,193762,0.29209184,370.38945,459.69943
431460,243016,405011,84950,776328,657536,320705,885045,632989,753827,630167,898569,556036,533456,372352,376595,431359,771608,993069,535422,0.29364887,375.92442,456.53171
509301,141090,900638,260720,776210,1048358,951706,65550,194526,1020273,354114,918171,93496,451072,344767,758613,556355,830540,233097,452321,0.29287272,370.93654,472.61453
982538,359475,384233,52395,194208,1021216,484195,1011212,631469,773976,217131,278179,180795,718553,886727,108752,75441,917059,548638,535541,0.29161956,369.3943,437.61179
7925,802145,514696,537166,627033,996069,661052,446639,410035,646375,961418,228173,435432,122490,432880,1033146,776998,988869,371335,437205,0.29304451,376.45063,455.93091
274330,1043054,70720,796107,356931,771012,260162,606314,549373,125948,1017534,918365,621131,922574,91744,314562,571115,843104,410308,578667,0.29024833,375.42022,454.86765
889424,906903,660644,346268,761127,614728,985552,56994,548609,305033,371046,941370,921555,806926,113568,391299,464280,188248,438577,150089,0.29196045,377.61819,453.56845
690080,838420,365188,265911,767833,58187,728653,1002628,65785,565842,550114,324543,650400,212811,527662,849132,88411,507145,941203,356025,0.29154109,366.97369,467.48083
883050,726603,393009,395866,647391,326604,812862,675295,584910,234179,31342,6568,855606,777823,941483,410156,814399,597817,885963,936565,0.29173195,372.91438,453.25006
584388,678398,817893,1041633,451174,62368,907174,267382,467669,370547,225209,960637,714554,127031,947585,1043756,732249,410529,830708,943172,0.2879258,365.67903,432.89862
503924,285918,226947,793653,522253,1036681,793730,423388,32771,272151,143994,1048223,798418,47116,516803,741008,589895,901575,952768,1026984,0.29166589,375.57569,472.85852
832814,779604,356619,27355,823493,750176,834926,811575,579765,868917,750443,217618,834765,782502,250313,807502,435478,973044,660392,129471,0.29326668,371.9167,455.53064
882981,669188,131139,771887,295871,220327,632376,993546,959075,178323,102556,311467,476962,690235,775311,798925,979840,783999,961215,751012,0.29422257,375.63888,462.25919
734044,537117,1024767,167462,762858,580891,932555,735776,78571,590694,825090,924525,78136,367723,496944,790104,291189,129492,295867,94554,0.29443193,375.6653,453.1788
242104,33964,866337,72473,606775,263792,264771,824446,98245,56288,176991,491711,253765,109231,22723,98839,519292,415842,77935,51298,0.29363142,377.57815,477.21771
35520,83293,915496,453544,598607,383079,573408,880838,992736,128647,714607,156906,342993,519153,524564,448642,575501,357111,184384,183284,0.29360024,373.36661,461.83481
1019545,1003794,451231,305119,278927,75915,387017,823243,369310,1041298,829206,395605,655826,944609,319484,827874,889212,913638,149319,743966,0.29200633,372.5699,446.58383
428697,557495,1005266,402981,982182,131210,242589,308971,839966,203435,502575,790891,1023003,694341,890813,824189,853238,161932,1047088,393241,0.2940881,373.74227,459.09375
879544,1020223,445829,291743,415448,45212,918083,335189,884423,297059,666953,141763,231858,949372,73537,408750,670846,641795,395945,625129,0.2931321,373.98381,476.93243
359907,936556,419705,275218,536341,450880,227119,260621,112792,911123,578793,891276,89030,646886,281097,1172,971489,908139,385640,1039904,0.29128183,371.83979,466.02664
106707,41989,524964,610094,877825,843526,778066,782586,651672,816248,148049,922131,576667,717320,670209,484618,1003757,407201,315899,799640,0.29252591,373.79781,481.50754
600046,405062,404265,257799,116735,110029,847298,50915,855982,902500,41255,88468,60520,817078,852961,414311,576065,227197,630902,599337,0.2907983,374.21354,463.80872
869046,673265,475726,1022582,363343,33207,397642,983299,565189,351419,45867,1025093,728534,259139,42116,357937,781142,25775,906178,116313,0.29247692,372.3138,451.24387
299594,6872,421460,992432,869585,360760,39005,849977,529047,608910,85827,423875,679713,862663,800069,258592,656021,711013,506878,563890,0.29229025,375.97175,453.79626
210536,697391,731097,677406,1042632,436283,431162,875326,572893,298203,669229,567698,545617,383272,982220,149176,507893,797821,761975,847440,0.29320765,369.52614,456.71518
444256,534553,675883,859835,28918,174482,55596,450617,680705,242507,1002520,849685,670497,703505,355320,691757,574516,130079,936455,101669,,,
610515,775748,342642,176983,14844,595471,926963,79214,1009811,702343,519013,992242,347369,507453,547775,129460,619159,342540,422677,447738,,,
785696,699320,757674,512945,608821,604112,754457,715712,45797,552201,974520,547728,961421,830638,793986,930314,177418,869361,446352,935718,,,
728631,790912,67434,887031,1037093,203057,300893,824496,637018,135914,420940,230139,575060,601440,697720,500370,1047346,508286,800433,876489,,,
729128,913907,652385,750276,559898,369764,960999,961284,162285,190050,220214,317696,785169,46645,323929,105204,812091,304766,59516,212743,,,
945325,255291,632993,541541,7939,262110,739251,113366,355122,921338,155368,443392,437731,364551,721360,348142,652706,93802,821828,950236,,,
90717,344982,443000,364359,627622,448194,724687,1035714,301099,362414,721666,723864,461834,180963,737821,598400,919200,663338,59982,954204,,,
338822,751190,489829,197906,187269,162252,122872,217205,787358,78834,920963,91714,586107,49379,572370,419527,686768,164907,47270,926937,,,
391484,384161,4089,491680,332862,589516,1043917,358310,609337,13951,412240,340007,140485,976275,702929,1044157,562927,425248,81001,547118,,,
504525,58810,262944,924818,910564,507641,233150,551161,450746,919678,127463,573595,460125,755652,69052,896176,806457,794720,820338,763246,,,
1035362,983903,313193,818778,913495,435139,26504,271860,545267,46451,475321,16160,659460,60911,364211,634988,280256,921505,402583,584177,0.29228516,372.04235,450.02435
57588,428839,1029744,914510,963707,790219,169509,565685,474186,862588,612789,741402,502515,443638,642862,226189,415973,852451,73620,985543,0.29193536,371.27382,454.17474
743210,159962,978402,943887,796727,493926,190047,218873,570632,542628,223027,682662,458023,789613,143622,689870,836618,728241,882633,774812,0.29203034,378.50976,463.61795
649416,314008,359904,840879,541108,862462,601804,964029,220995,696817,239628,218186,617873,316617,227790,584275,123390,628210,164239,15644,0.29257726,372.58608,459.92703
1024253,337303,527723,950193,478482,338313,1014390,644017,119577,372365,649317,445454,508823,233859,797008,254122,751691,27683,300199,804524,0.29166094,378.60739,505.41068
429835,734555,355081,475187,922184,1031267,115947,215796,502067,587594,471175,311307,617231,893103,722234,125487,343478,319855,2709,1021477,0.29169884,375.75787,461.40063
622698,606321,674414,433305,463564,439973,1018906,563965,324307,73390,339973,153025,861492,854217,182351,262701,505420,895307,357934,662000,0.29573929,379.63405,471.57684
769986,247067,961153,992025,417804,251507,570537,642430,731229,843374,320716,460261,327971,595170,733294,928786,777965,196696,827970,244518,0.29405429,372.5721,474.42886
383293,735161,200820,30957,831415,700907,226491,12632,945295,486997,50198,754312,1035113,1041033,331486,97611,465906,414173,1034658,70567,0.2935564,371.36703,466.19208
458795,774218,576330,482062,382829,893229,817925,692558,960805,852508,285692,608610,224025,37114,478716,25128,346977,507828,520747,420589,0.29365673,371.14685,443.50763
42349,732806,998324,608436,1046762,279818,870423,276781,501771,96630,616334,371304,794398,149722,745149,1033669,804661,248734,906570,841739,,,
92133,467148,732696,34786,756081,31785,41105,151799,741461,864305,613355,657184,684330,66721,88497,567605,513423,389488,69492,832842,,,
929329,273722,931547,805064,898387,384476,979734,547975,199145,601888,739524,953828,207797,809484,908506,623378,379486,115100,778510,250152,,,
2591,118037,756888,403694,268609,716676,538755,962503,808182,497495,964972,932201,512116,143629,693573,615266,159525,692452,730491,794617,,,
245083,874096,222640,931445,443303,830956,699123,184560,493169,378972,563568,598042,605058,345781,603799,149957,960395,291035,54999,189806,,,
866571,923706,569181,268355,615652,74822,847882,84933,814646,873813,971344,470012,1047935,616836,321574,530513,757324,381903,240177,277799,,,
477336,305647,134179,834669,337075,302248,423173,355523,218626,736216,56855,528671,609495,361750,177614,51901,889142,684466,110897,55436,,,
137655,745700,935599,914945,846873,414475,178479,184729,387718,951640,26711,1015585,239179,439765,1017572,288961,467372,427747,243417,619059,,,
1022829,860720,38700,431774,693200,1012364,932169,591340,212171,220407,339487,274790,126942,552873,890550,500147,251143,449925,845871,454677,,,
413765,867817,679702,950571,980754,280249,124098,408248,425045,667476,524655,884262,1002348,751382,900006,549278,675296,142620,412975,793702,,,
312800,459375,44939,722512,694787,15554,563254,1030806,90434,639422,693193,820467,640003,679154,866077,969319,1024508,532342,819086,398217,,,
503382,122573,783468,1018066,852487,400789,830239,90492,281894,660836,116207,642903,543610,262042,768209,213050,431562,365564,184877,290981,,,
57319,759547,594820,371901,985723,1008231,763803,90511,812312,421435,324107,65214,442464,783859,362055,154658,942939,518689,157681,497148,,,
58466,408881,894809,576418,190594,734128,803476,361987,139119,604418,709921,50692,378109,299677,861111,49395,608709,297866,28505,359124,,,
881336,1009374,967740,623315,769314,805132,113523,626935,831819,679746,797019,1013251,386958,348658,163248,715819,1026097,225916,976289,484561,,,
903936,680103,74456,206572,206713,764907,204974,946609,502909,443946,666786,922408,457608,798672,138973,292207,407403,132236,844980,565424,,,
911312,207928,719785,785798,303676,365254,969640,192581,383475,453432,388604,395006,203432,111957,292445,85248,250807,641992,337414,812258,,,
816517,245019,265806,322461,185161,118398,1043659,262399,430713,291054,922997,401598,743013,681496,747044,846162,180390,26401,800985,940389,,,
813348,299925,116950,602395,307772,892003,1048123,462463,410353,950587,775746,790069,780798,641977,669604,83903,775565,31039,198027,880403,,,
409465,390962,581848,211408,858504,717345,894143,704588,680830,1024896,817164,32115,966736,882709,309516,611831,906606,546685,726657,811147,,,
752250,422817,429263,536807,440110,664934,441451,557746,685026,1019246,942671,714131,443579,931227,816232,511642,797184,464521,604362,68516,,,
387035,916912,83880,123736,599933,224814,212885,849504,217338,688155,699398,524804,726062,208563,955180,1042986,584420,824749,151450,714345,,,
448824,60519,536289,1036957,808766,666414,974966,935711,146617,981519,39514,1042501,211197,403479,266787,122671,195981,893174,797683,766323,,,
526721,698641,540798,701555,357653,370059,340052,816803,685421,436838,1003725,653732,507579,30692,230079,37574,942781,731600,853648,535841,,,
965733,225863,741708,995780,49986,389946,719042,170115,683926,942087,756789,513501,932189,499504,799834,827582,490518,569703,814587,491354,,,
328735,920220,116623,515024,1012793,202876,959666,906939,688985,1005783,663493,108855,841713,151933,526239,454094,1028096,810990,279492,423915,,,
586710,274101,192392,151664,774882,990250,803473,954454,880115,25252,936116,261681,606672,666840,593352,401677,93743,639271,253462,128895,,,
138729,164447,247184,454383,1042298,45934,255636,328867,591574,308125,959487,346926,670566,60470,843529,182063,732133,134981,242075,232508,,,
593022,61431,381635,999977,385643,330251,914480,561111,478252,962814,224133,266887,918381,972545,84987,158070,651175,622635,538132,894980,,,
729750,574440,55764,714016,557783,576213,963033,720895,712212,412352,137623,587327,112262,223055,450124,326670,570073,807705,644469,674919,,,
645350,993713,562840,164300,336380,399221,639974,927393,708040,530851,908851,580035,584384,962190,766951,308620,529678,606170,913673,225944,0.29227713,377.30094,457.95004
942599,447647,292958,202235,782336,612407,372350,768966,18729,216872,709271,705557,1032241,503447,426676,602233,302084,420673,830479,69465,0.292679,378.19606,517.77319
437712,229268,303051,16163,568627,189858,546079,182130,175515,232083,671644,836774,363349,843861,41079,509461,285647,704409,934442,48552,0.29159708,375.74378,465.62039
443679,893445,197757,91378,150326,57929,394883,579300,833671,438921,253285,288424,864436,708789,140773,727485,819841,70611,860572,624801,0.29285726,375.49147,449.29877
443814,625483,86272,133635,328716,768138,999657,220292,713731,361993,578169,206970,678456,130479,470645,805928,949968,538839,14316,322821,0.29307421,376.93887,464.09439
894697,338277,4532,496182,767505,297230,1009860,167538,140648,716788,999243,954832,817206,40796,499262,897763,878503,650481,102764,135351,0.2933741,372.39957,443.26495
890115,452793,877430,824097,300264,967165,432614,968854,192916,9349,691801,974677,39438,984198,249382,938376,601046,863489,32186,998111,0.29188502,372.5385,470.31409
167327,178856,720340,828692,744283,352584,627617,938722,531177,932646,717189,146128,626379,136135,771498,953293,503119,221027,379222,473063,0.29234388,373.84979,467.0672
661916,664626,22780,642528,203561,54661,474229,664914,115521,88560,179886,313741,127222,774271,928133,274866,44229,17680,1039549,801954,0.29353895,373.49198,446.93155
730655,484893,768455,272113,435811,782460,750829,811676,128443,624942,145725,104709,752243,936886,165193,892241,384454,886364,457144,254834,0.29214332,372.93188,444.31815
765662,811804,515801,275575,97067,663012,640241,189105,686483,408310,883613,777112,325439,127549,674529,568150,488663,161200,619622,850775,0.292644,373.39803,454.73474
319486,859950,512269,529142,738195,369648,803456,812370,744362,66259,338141,154536,636757,510798,156679,136988,288719,105513,936036,619309,0.29230895,373.71779,468.22427
108798,582918,884649,213114,941233,728217,973677,345636,184365,106492,729867,686512,645275,626343,1004331,64206,250069,372754,638720,66376,0.29320325,372.06561,442.22867
775759,808529,855888,126564,64833,652177,331023,857901,453124,931592,571350,135965,142753,798283,446727,1016168,957677,739959,1040928,748165,0.29364472,372.8288,439.23624
447470,889007,59484,617109,628318,215149,661767,298269,946292,209651,51916,308490,558351,387212,238596,932551,857996,475162,491329,995077,0.294299,375.14613,445.45682
905292,536907,797421,140117,809278,287019,1042772,898218,395266,584909,379223,973549,609359,202162,336195,692201,900212,987278,577588,257422,0.29296231,376.66846,472.40768
479871,391741,908111,609253,713794,939802,599148,455097,593144,545903,801763,861999,608999,343017,421828,212835,201115,468972,833785,552135,0.2932951,375.3848,473.28751
334853,736300,83289,316716,381268,653473,317459,405566,1027696,568774,854273,559617,1004634,429660,385717,172821,362995,10218,407301,984351,0.29263541,372.10498,451.91397
810474,943583,295394,889225,686109,767042,1034684,545515,935271,808938,610347,614494,527551,978280,330620,1035240,538051,700468,186595,463784,0.29209945,373.51249,454.75122
827091,418304,497605,764905,961040,562123,222247,991120,737356,442835,101163,821994,566688,162116,373323,902861,1001843,838807,680307,324794,0.29233923,370.80126,460.53006
404644,742935,21044,882631,189469,237313,522951,573459,605838,950561,22720,640978,168325,666167,439324,936824,430192,875968,5030,356730,0.29337023,371.92168,464.03735
625370,849151,973176,122125,490118,505258,434471,570773,970084,821260,293345,453726,822694,174401,107425,669838,276446,534085,1042210,934863,0.29285073,372.52017,457.9689
734198,227690,854030,378875,396472,1021428,303042,494597,272672,818498,778981,897756,510157,457134,643279,105508,259938,847969,564249,558516,0.29374155,372.31096,474.64285
527300,327073,708855,32263,1003053,318206,395977,1010653,282487,1044900,763254,126009,777173,309140,183790,648271,970669,164226,1009387,829893,0.29352646,368.75088,467.04449
780718,21334,901570,345787,48665,143652,342952,112334,562586,279850,62235,885691,166679,708207,351553,408467,522628,251029,840999,1027723,0.29362906,374.73235,469.81308
771182,475497,802734,413170,814300,289205,127801,854117,650336,269906,913445,878753,559074,668315,5114,875762,504673,542324,221600,1021435,0.29303239,370.30259,448.93539
95220,259861,906577,722623,951306,378680,438328,349610,343334,853790,336542,570055,603909,528458,508897,133584,949346,851283,676120,191974,0.29168521,373.58872,451.94159
153106,769318,683588,747525,227763,364362,751512,1003512,1020484,767512,25124,322133,13117,45350,690960,94228,906445,179413,222973,574460,0.29243054,372.71019,476.10596
